product_id,city,own_elast,own_sd,promo_elast,low_confidence
600210,Pune,-0.9872,0.7962,0.0,True
600211,Ahmedabad,-0.9872,0.7962,0.0,True
600211,Bangalore,-0.9872,0.7962,0.0,True
600211,Delhi-NCR,-0.9872,0.7962,0.0,True
600211,Hyderabad,-0.9872,0.7962,0.0,True
600211,Lucknow,-0.9872,0.7962,0.0,True
600211,Mumbai,-0.9872,0.7962,0.0,True
600211,Others,-0.9872,0.7962,0.0,True
612088,Ahmedabad,-0.9872,0.7962,0.0,True
612088,Bangalore,-0.9872,0.7962,0.0,True
612088,Chennai,-0.9872,0.7962,0.0,True
612088,Delhi-NCR,-0.9872,0.7962,0.0,True
612088,Hyderabad,-0.9872,0.7962,0.0,True
612088,Kolkata,-0.9872,0.7962,0.0,True
612088,Lucknow,-0.9872,0.7962,0.0,True
612088,Mumbai,-0.9872,0.7962,0.0,True
612088,Others,-0.9872,0.7962,0.0,True
612088,Pune,-0.9872,0.7962,0.0,True
612090,Lucknow,-0.9872,0.7962,0.0,True
612090,Others,-0.9872,0.7962,0.0,True
624252,Ahmedabad,-0.9872,0.7962,0.0,True
624252,Bangalore,-0.9872,0.7962,0.0,True
624252,Chennai,-0.9872,0.7962,0.0,True
624252,Delhi-NCR,-0.9872,0.7962,0.0,True
624252,Hyderabad,-0.9872,0.7962,0.0,True
624252,Kolkata,-0.9872,0.7962,0.0,True
624252,Lucknow,-0.9872,0.7962,0.0,True
624252,Mumbai,-0.9872,0.7962,0.0,True
624252,Others,-0.9872,0.7962,0.0,True
624252,Pune,-0.9872,0.7962,0.0,True
624624,Ahmedabad,-0.9911,0.8,0.0,True
624624,Lucknow,-0.9911,0.8,0.0,True
624624,Others,-0.9911,0.8,0.0,True
624624,Pune,-0.9911,0.8,0.0,True
624626,Ahmedabad,-0.9872,0.7962,0.0,True
624626,Bangalore,-0.9872,0.7962,0.0,True
624626,Delhi-NCR,-0.9872,0.7962,0.0,True
624626,Hyderabad,-0.9872,0.7962,0.0,True
624626,Kolkata,-0.9872,0.7962,0.0,True
624626,Lucknow,-0.9872,0.7962,0.0,True
624626,Mumbai,-0.9872,0.7962,0.0,True
624626,Others,-0.9872,0.7962,0.0,True
624626,Pune,-0.9872,0.7962,0.0,True
624630,Bangalore,-0.9872,0.7962,0.0,True
624630,Chennai,-0.9872,0.7962,0.0,True
624630,Kolkata,-0.9872,0.7962,0.0,True
624630,Lucknow,-0.9872,0.7962,0.0,True
624630,Mumbai,-0.9872,0.7962,0.0,True
624630,Others,-0.9872,0.7962,0.0,True
636704,Ahmedabad,-0.9872,0.7962,0.0,True
636704,Bangalore,-0.9872,0.7962,0.0,True
636704,Chennai,-0.9872,0.7962,0.0,True
636704,Delhi-NCR,-0.9872,0.7962,0.0,True
636704,Hyderabad,-0.9872,0.7962,0.0,True
636704,Kolkata,-0.9872,0.7962,0.0,True
636704,Lucknow,-0.9872,0.7962,0.0,True
636704,Mumbai,-0.9872,0.7962,0.0,True
636704,Others,-0.9872,0.7962,0.0,True
636704,Pune,-0.9872,0.7962,0.0,True
636705,Ahmedabad,-0.9872,0.7962,0.0,True
